"Age","Education","Marital_Status","Occupation","Sex","Hours_PW","Nationality","Income"
52,"Assoc-voc,","Divorced,","Prof-specialty,","Female,","35,","United-States,","<=50K"
42,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,",">50K"
39,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","52,","United-States,",">50K"
43,"Some-college,","Divorced,","Prof-specialty,","Male,","45,","United-States,","<=50K"
62,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
30,"Assoc-voc,","Married-civ-spouse,","Craft-repair,","Male,","40,","England,","<=50K"
83,"HS-grad,","Widowed,","?,","Female,","20,","United-States,","<=50K"
39,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Male,","55,","United-States,",">50K"
41,"HS-grad,","Married-civ-spouse,","Transport-moving,","Female,","20,","United-States,","<=50K"
49,"Masters,","Married-civ-spouse,","Prof-specialty,","Female,","40,","United-States,",">50K"
25,"11th,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
48,"11th,","Married-civ-spouse,","Transport-moving,","Male,","40,","United-States,","<=50K"
59,"Assoc-acdm,","Divorced,","?,","Male,","8,","United-States,","<=50K"
44,"Bachelors,","Never-married,","Adm-clerical,","Male,","40,","United-States,","<=50K"
36,"9th,","Divorced,","Handlers-cleaners,","Male,","56,","United-States,","<=50K"
40,"HS-grad,","Never-married,","Handlers-cleaners,","Male,","40,","Ireland,","<=50K"
21,"HS-grad,","Never-married,","Adm-clerical,","Female,","35,","Jamaica,","<=50K"
41,"Some-college,","Separated,","Adm-clerical,","Female,","38,","United-States,","<=50K"
24,"Bachelors,","Never-married,","Exec-managerial,","Female,","50,","United-States,","<=50K"
67,"HS-grad,","Married-civ-spouse,","Farming-fishing,","Male,","60,","United-States,","<=50K"
24,"Bachelors,","Never-married,","Adm-clerical,","Male,","38,","United-States,","<=50K"
50,"Bachelors,","Married-civ-spouse,","Sales,","Male,","60,","United-States,","<=50K"
48,"Masters,","Divorced,","Sales,","Male,","35,","United-States,","<=50K"
55,"Assoc-acdm,","Married-civ-spouse,","?,","Male,","20,","United-States,",">50K"
29,"HS-grad,","Never-married,","Machine-op-inspct,","Male,","40,","Ecuador,","<=50K"
50,"Bachelors,","Divorced,","Prof-specialty,","Female,","36,","Ireland,","<=50K"
64,"10th,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,",">50K"
49,"9th,","Divorced,","Other-service,","Male,","37,","United-States,","<=50K"
20,"HS-grad,","Never-married,","Other-service,","Male,","52,","United-States,","<=50K"
30,"HS-grad,","Separated,","Adm-clerical,","Female,","40,","United-States,","<=50K"
37,"Bachelors,","Married-civ-spouse,","Other-service,","Male,","30,","China,","<=50K"
52,"HS-grad,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","United-States,",">50K"
22,"Some-college,","Never-married,","Protective-serv,","Male,","25,","United-States,","<=50K"
77,"HS-grad,","Widowed,","?,","Female,","14,","United-States,","<=50K"
19,"Some-college,","Never-married,","Adm-clerical,","Male,","15,","United-States,","<=50K"
52,"HS-grad,","Divorced,","Craft-repair,","Male,","55,","United-States,",">50K"
42,"Bachelors,","Married-spouse-absent,","Tech-support,","Female,","40,","United-States,","<=50K"
35,"HS-grad,","Separated,","Exec-managerial,","Female,","36,","United-States,","<=50K"
27,"Some-college,","Never-married,","Adm-clerical,","Female,","50,","United-States,","<=50K"
54,"HS-grad,","Never-married,","Other-service,","Female,","38,","United-States,","<=50K"
37,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
37,"10th,","Married-civ-spouse,","Transport-moving,","Male,","35,","United-States,","<=50K"
28,"7th-8th,","Married-civ-spouse,","Craft-repair,","Male,","30,","United-States,","<=50K"
63,"Bachelors,","Married-civ-spouse,","Sales,","Male,","40,","United-States,","<=50K"
19,"HS-grad,","Never-married,","Machine-op-inspct,","Male,","42,","United-States,","<=50K"
28,"Bachelors,","Never-married,","Sales,","Female,","40,","United-States,","<=50K"
23,"Some-college,","Never-married,","?,","Male,","40,","United-States,","<=50K"
44,"Prof-school,","Never-married,","Prof-specialty,","Female,","40,","United-States,",">50K"
31,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,",">50K"
35,"Bachelors,","Never-married,","Sales,","Male,","50,","?,",">50K"
64,"HS-grad,","Divorced,","Priv-house-serv,","Female,","50,","United-States,","<=50K"
40,"HS-grad,","Married-civ-spouse,","Handlers-cleaners,","Male,","40,","United-States,",">50K"
59,"Assoc-acdm,","Divorced,","Prof-specialty,","Female,","50,","United-States,","<=50K"
22,"Some-college,","Never-married,","Adm-clerical,","Female,","40,","United-States,","<=50K"
40,"Some-college,","Never-married,","Sales,","Female,","44,","United-States,","<=50K"
35,"7th-8th,","Married-civ-spouse,","Handlers-cleaners,","Male,","40,","Mexico,","<=50K"
20,"Some-college,","Never-married,","Adm-clerical,","Female,","15,","United-States,","<=50K"
35,"HS-grad,","Never-married,","Protective-serv,","Male,","40,","United-States,","<=50K"
28,"Some-college,","Married-civ-spouse,","Exec-managerial,","Male,","48,","United-States,","<=50K"
28,"HS-grad,","Divorced,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
37,"Some-college,","Married-civ-spouse,","?,","Male,","20,","United-States,","<=50K"
72,"Doctorate,","Married-civ-spouse,","?,","Male,","6,","United-States,",">50K"
25,"Assoc-acdm,","Never-married,","Sales,","Male,","60,","United-States,","<=50K"
37,"HS-grad,","Divorced,","Adm-clerical,","Female,","40,","United-States,","<=50K"
19,"Some-college,","Never-married,","?,","Female,","45,","United-States,","<=50K"
31,"Assoc-voc,","Divorced,","Sales,","Female,","38,","United-States,","<=50K"
41,"HS-grad,","Never-married,","Adm-clerical,","Female,","40,","United-States,","<=50K"
31,"10th,","Married-civ-spouse,","Tech-support,","Male,","40,","United-States,",">50K"
44,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
20,"Some-college,","Never-married,","Exec-managerial,","Male,","47,","United-States,","<=50K"
57,"Some-college,","Married-civ-spouse,","Farming-fishing,","Male,","50,","United-States,","<=50K"
26,"HS-grad,","Divorced,","Other-service,","Female,","12,","United-States,","<=50K"
44,"HS-grad,","Married-civ-spouse,","Exec-managerial,","Male,","60,","Greece,","<=50K"
29,"HS-grad,","Never-married,","Protective-serv,","Male,","40,","United-States,","<=50K"
36,"HS-grad,","Married-civ-spouse,","Prof-specialty,","Male,","40,","United-States,",">50K"
40,"Assoc-voc,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,",">50K"
21,"Assoc-acdm,","Never-married,","Other-service,","Male,","35,","Jamaica,","<=50K"
21,"Some-college,","Never-married,","Craft-repair,","Male,","70,","United-States,","<=50K"
34,"Prof-school,","Separated,","Prof-specialty,","Male,","48,","United-States,",">50K"
24,"Bachelors,","Never-married,","Exec-managerial,","Female,","15,","United-States,","<=50K"
28,"10th,","Divorced,","Other-service,","Female,","40,","United-States,","<=50K"
35,"HS-grad,","Separated,","Transport-moving,","Male,","50,","United-States,","<=50K"
35,"HS-grad,","Divorced,","Craft-repair,","Male,","40,","United-States,","<=50K"
38,"Bachelors,","Never-married,","Exec-managerial,","Female,","40,","United-States,","<=50K"
44,"HS-grad,","Divorced,","Adm-clerical,","Female,","40,","United-States,","<=50K"
39,"Bachelors,","Married-civ-spouse,","Handlers-cleaners,","Female,","40,","Poland,",">50K"
57,"HS-grad,","Divorced,","Other-service,","Female,","40,","United-States,","<=50K"
19,"Some-college,","Never-married,","Sales,","Female,","40,","United-States,","<=50K"
29,"Assoc-voc,","Married-civ-spouse,","Machine-op-inspct,","Male,","48,","United-States,","<=50K"
23,"HS-grad,","Never-married,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
50,"HS-grad,","Widowed,","Other-service,","Female,","40,","United-States,","<=50K"
51,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","20,","United-States,","<=50K"
28,"Assoc-voc,","Divorced,","Craft-repair,","Male,","40,","United-States,","<=50K"
44,"Bachelors,","Married-civ-spouse,","Sales,","Male,","60,","United-States,","<=50K"
29,"Bachelors,","Never-married,","Prof-specialty,","Male,","40,","United-States,","<=50K"
31,"HS-grad,","Divorced,","Transport-moving,","Male,","45,","United-States,","<=50K"
27,"Bachelors,","Married-civ-spouse,","Craft-repair,","Male,","45,","United-States,",">50K"
34,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","45,","United-States,","<=50K"
50,"Prof-school,","Married-civ-spouse,","Prof-specialty,","Male,","50,","Philippines,",">50K"
27,"Some-college,","Married-civ-spouse,","Handlers-cleaners,","Male,","40,","United-States,",">50K"
31,"Assoc-voc,","Never-married,","Adm-clerical,","Female,","40,","United-States,","<=50K"
46,"Assoc-acdm,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,",">50K"
39,"Some-college,","Never-married,","Adm-clerical,","Female,","40,","United-States,","<=50K"
40,"Bachelors,","Married-civ-spouse,","Sales,","Male,","55,","United-States,",">50K"
28,"11th,","Divorced,","Sales,","Male,","40,","United-States,","<=50K"
18,"HS-grad,","Never-married,","Sales,","Female,","40,","United-States,","<=50K"
51,"HS-grad,","Divorced,","Adm-clerical,","Female,","40,","United-States,","<=50K"
58,"HS-grad,","Divorced,","Sales,","Male,","50,","United-States,","<=50K"
66,"HS-grad,","Married-civ-spouse,","Sales,","Male,","40,","United-States,","<=50K"
36,"HS-grad,","Married-civ-spouse,","Other-service,","Female,","20,","South,","<=50K"
38,"11th,","Divorced,","Handlers-cleaners,","Female,","60,","United-States,","<=50K"
25,"Assoc-acdm,","Never-married,","Exec-managerial,","Male,","40,","United-States,","<=50K"
25,"HS-grad,","Never-married,","Other-service,","Female,","22,","United-States,","<=50K"
90,"11th,","Never-married,","Handlers-cleaners,","Male,","40,","United-States,","<=50K"
41,"Some-college,","Divorced,","Adm-clerical,","Female,","40,","United-States,","<=50K"
34,"HS-grad,","Never-married,","?,","Female,","40,","United-States,","<=50K"
33,"Bachelors,","Divorced,","Prof-specialty,","Female,","40,","Germany,","<=50K"
33,"HS-grad,","Never-married,","Adm-clerical,","Female,","40,","United-States,","<=50K"
35,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","45,","United-States,",">50K"
39,"HS-grad,","Never-married,","Craft-repair,","Female,","20,","United-States,","<=50K"
59,"HS-grad,","Married-civ-spouse,","Sales,","Male,","60,","United-States,","<=50K"
19,"Some-college,","Never-married,","Tech-support,","Male,","16,","United-States,","<=50K"
39,"HS-grad,","Married-civ-spouse,","Sales,","Male,","38,","United-States,","<=50K"
19,"Some-college,","Never-married,","?,","Male,","40,","United-States,","<=50K"
27,"HS-grad,","Never-married,","Handlers-cleaners,","Female,","40,","United-States,","<=50K"
52,"7th-8th,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
59,"HS-grad,","Divorced,","Other-service,","Female,","24,","United-States,","<=50K"
28,"Some-college,","Divorced,","Craft-repair,","Female,","40,","United-States,","<=50K"
37,"HS-grad,","Divorced,","Other-service,","Female,","50,","Peru,","<=50K"
50,"10th,","Married-civ-spouse,","?,","Male,","99,","United-States,","<=50K"
36,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","50,","United-States,",">50K"
34,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Male,","60,","United-States,",">50K"
23,"Some-college,","Never-married,","Adm-clerical,","Male,","40,","United-States,","<=50K"
19,"11th,","Never-married,","?,","Female,","30,","United-States,","<=50K"
33,"HS-grad,","Divorced,","Craft-repair,","Male,","84,","United-States,","<=50K"
27,"Masters,","Never-married,","Prof-specialty,","Male,","52,","United-States,","<=50K"
31,"Masters,","Married-civ-spouse,","Prof-specialty,","Male,","40,","United-States,","<=50K"
21,"10th,","Married-civ-spouse,","Machine-op-inspct,","Male,","36,","United-States,","<=50K"
31,"HS-grad,","Married-civ-spouse,","Exec-managerial,","Male,","54,","United-States,","<=50K"
59,"HS-grad,","Married-civ-spouse,","Handlers-cleaners,","Male,","40,","United-States,",">50K"
40,"Masters,","Married-civ-spouse,","Prof-specialty,","Male,","48,","United-States,",">50K"
19,"11th,","Never-married,","Handlers-cleaners,","Male,","40,","United-States,","<=50K"
47,"HS-grad,","Married-civ-spouse,","Transport-moving,","Male,","50,","United-States,","<=50K"
34,"Bachelors,","Never-married,","Craft-repair,","Male,","40,","United-States,","<=50K"
57,"HS-grad,","Married-civ-spouse,","Other-service,","Male,","78,","United-States,","<=50K"
51,"9th,","Married-civ-spouse,","Transport-moving,","Male,","40,","United-States,","<=50K"
21,"Some-college,","Never-married,","Handlers-cleaners,","Male,","20,","United-States,","<=50K"
30,"Some-college,","Married-civ-spouse,","Sales,","Male,","50,","United-States,","<=50K"
46,"Some-college,","Divorced,","Handlers-cleaners,","Male,","45,","United-States,","<=50K"
40,"Bachelors,","Never-married,","Sales,","Female,","45,","United-States,","<=50K"
52,"Preschool,","Married-civ-spouse,","Other-service,","Male,","40,","El-Salvador,","<=50K"
23,"Bachelors,","Never-married,","Sales,","Male,","50,","Taiwan,","<=50K"
90,"Bachelors,","Widowed,","?,","Female,","10,","United-States,","<=50K"
25,"HS-grad,","Never-married,","Adm-clerical,","Female,","50,","United-States,","<=50K"
43,"Some-college,","Divorced,","Transport-moving,","Male,","45,","United-States,","<=50K"
38,"Some-college,","Divorced,","Protective-serv,","Female,","40,","United-States,",">50K"
22,"Assoc-voc,","Never-married,","Other-service,","Female,","30,","United-States,","<=50K"
33,"Bachelors,","Never-married,","Adm-clerical,","Female,","40,","United-States,","<=50K"
34,"Some-college,","Married-civ-spouse,","Prof-specialty,","Male,","40,","United-States,",">50K"
65,"Assoc-voc,","Married-civ-spouse,","Transport-moving,","Male,","20,","United-States,","<=50K"
50,"HS-grad,","Never-married,","Tech-support,","Male,","15,","United-States,","<=50K"
29,"Bachelors,","Never-married,","Sales,","Male,","48,","United-States,","<=50K"
25,"HS-grad,","Married-civ-spouse,","Transport-moving,","Male,","40,","United-States,","<=50K"
54,"Some-college,","Divorced,","Adm-clerical,","Female,","40,","United-States,","<=50K"
49,"HS-grad,","Married-civ-spouse,","Adm-clerical,","Male,","40,","United-States,",">50K"
44,"Some-college,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
24,"9th,","Divorced,","Other-service,","Female,","40,","United-States,","<=50K"
25,"Bachelors,","Never-married,","Sales,","Male,","38,","United-States,","<=50K"
65,"HS-grad,","Married-civ-spouse,","Transport-moving,","Male,","20,","United-States,","<=50K"
56,"HS-grad,","Married-civ-spouse,","Exec-managerial,","Male,","45,","United-States,","<=50K"
39,"Prof-school,","Married-civ-spouse,","Prof-specialty,","Male,","60,","United-States,",">50K"
23,"Bachelors,","Never-married,","Prof-specialty,","Female,","40,","United-States,","<=50K"
20,"Some-college,","Never-married,","Other-service,","Female,","20,","United-States,","<=50K"
24,"5th-6th,","Never-married,","Craft-repair,","Male,","40,","El-Salvador,","<=50K"
41,"Some-college,","Married-civ-spouse,","Exec-managerial,","Male,","50,","United-States,",">50K"
40,"Some-college,","Married-civ-spouse,","Farming-fishing,","Male,","50,","United-States,","<=50K"
55,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","50,","United-States,",">50K"
38,"HS-grad,","Divorced,","Adm-clerical,","Female,","48,","United-States,","<=50K"
23,"HS-grad,","Never-married,","Adm-clerical,","Female,","40,","United-States,","<=50K"
44,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","50,","United-States,","<=50K"
45,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,",">50K"
20,"Some-college,","Never-married,","Adm-clerical,","Female,","12,","Germany,","<=50K"
29,"HS-grad,","Never-married,","Other-service,","Male,","40,","United-States,","<=50K"
43,"HS-grad,","Married-civ-spouse,","Protective-serv,","Male,","40,","United-States,","<=50K"
30,"12th,","Divorced,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
28,"Some-college,","Never-married,","Adm-clerical,","Female,","38,","United-States,","<=50K"
31,"HS-grad,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,",">50K"
52,"HS-grad,","Divorced,","Craft-repair,","Female,","40,","United-States,","<=50K"
36,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Female,","50,","Iran,",">50K"
38,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","45,","United-States,","<=50K"
66,"Some-college,","Married-civ-spouse,","?,","Male,","40,","United-States,","<=50K"
63,"Assoc-voc,","Married-civ-spouse,","Farming-fishing,","Male,","40,","United-States,","<=50K"
21,"Some-college,","Never-married,","Other-service,","Male,","35,","United-States,","<=50K"
33,"HS-grad,","Divorced,","Adm-clerical,","Male,","40,","United-States,","<=50K"
46,"Some-college,","Divorced,","Prof-specialty,","Female,","50,","United-States,","<=50K"
20,"Some-college,","Never-married,","?,","Male,","20,","United-States,","<=50K"
47,"Bachelors,","Never-married,","Sales,","Male,","60,","United-States,","<=50K"
33,"Doctorate,","Married-civ-spouse,","Prof-specialty,","Male,","55,","United-States,",">50K"
66,"7th-8th,","Never-married,","?,","Male,","30,","United-States,","<=50K"
20,"Some-college,","Never-married,","Adm-clerical,","Female,","30,","?,","<=50K"
28,"HS-grad,","Divorced,","Handlers-cleaners,","Male,","40,","United-States,","<=50K"
46,"HS-grad,","Divorced,","Priv-house-serv,","Female,","28,","Ecuador,","<=50K"
25,"Some-college,","Married-civ-spouse,","Sales,","Male,","45,","United-States,","<=50K"
37,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
31,"9th,","Married-civ-spouse,","Craft-repair,","Male,","60,","United-States,","<=50K"
49,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
22,"Some-college,","Married-spouse-absent,","Tech-support,","Male,","20,","United-States,","<=50K"
52,"Assoc-voc,","Married-civ-spouse,","Other-service,","Female,","20,","United-States,",">50K"
29,"Assoc-acdm,","Married-civ-spouse,","Exec-managerial,","Female,","50,","United-States,","<=50K"
18,"11th,","Never-married,","Other-service,","Female,","20,","United-States,","<=50K"
31,"Some-college,","Married-civ-spouse,","Exec-managerial,","Male,","35,","United-States,","<=50K"
23,"Some-college,","Never-married,","Other-service,","Female,","35,","Vietnam,","<=50K"
27,"Assoc-voc,","Married-civ-spouse,","?,","Female,","40,","United-States,",">50K"
54,"10th,","Married-civ-spouse,","Sales,","Male,","65,","United-States,","<=50K"
50,"HS-grad,","Divorced,","Other-service,","Female,","49,","Dominican-Republic,","<=50K"
46,"Masters,","Married-civ-spouse,","Tech-support,","Male,","40,","?,",">50K"
24,"Bachelors,","Never-married,","Farming-fishing,","Female,","40,","United-States,","<=50K"
17,"11th,","Never-married,","?,","Female,","18,","United-States,","<=50K"
49,"HS-grad,","Separated,","Other-service,","Male,","45,","United-States,","<=50K"
54,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,",">50K"
41,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","60,","United-States,",">50K"
49,"HS-grad,","Married-civ-spouse,","Adm-clerical,","Male,","40,","United-States,","<=50K"
36,"Bachelors,","Never-married,","Prof-specialty,","Female,","35,","United-States,","<=50K"
23,"HS-grad,","Never-married,","Transport-moving,","Male,","40,","Haiti,","<=50K"
63,"Some-college,","Widowed,","Other-service,","Female,","40,","United-States,","<=50K"
67,"HS-grad,","Married-civ-spouse,","Sales,","Male,","40,","Canada,",">50K"
23,"HS-grad,","Never-married,","Craft-repair,","Male,","40,","United-States,","<=50K"
22,"Bachelors,","Never-married,","Prof-specialty,","Male,","40,","United-States,","<=50K"
66,"Assoc-voc,","Married-civ-spouse,","Adm-clerical,","Male,","30,","United-States,","<=50K"
25,"11th,","Married-civ-spouse,","Craft-repair,","Male,","50,","United-States,","<=50K"
30,"Some-college,","Divorced,","Machine-op-inspct,","Female,","20,","United-States,","<=50K"
35,"HS-grad,","Married-civ-spouse,","Transport-moving,","Male,","40,","United-States,","<=50K"
67,"7th-8th,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,","<=50K"
30,"12th,","Never-married,","Craft-repair,","Male,","40,","United-States,","<=50K"
26,"Some-college,","Never-married,","Machine-op-inspct,","Female,","38,","United-States,","<=50K"
34,"HS-grad,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
21,"Some-college,","Never-married,","Sales,","Male,","40,","United-States,","<=50K"
18,"12th,","Never-married,","Craft-repair,","Male,","10,","United-States,","<=50K"
21,"HS-grad,","Never-married,","Craft-repair,","Male,","40,","United-States,","<=50K"
76,"9th,","Married-civ-spouse,","Prof-specialty,","Male,","40,","United-States,","<=50K"
51,"Some-college,","Married-civ-spouse,","Protective-serv,","Male,","70,","?,","<=50K"
26,"HS-grad,","Married-civ-spouse,","Machine-op-inspct,","Female,","56,","United-States,","<=50K"
18,"12th,","Never-married,","Other-service,","Female,","25,","United-States,","<=50K"
18,"11th,","Never-married,","?,","Male,","40,","United-States,","<=50K"
34,"Assoc-voc,","Married-civ-spouse,","Machine-op-inspct,","Male,","50,","United-States,","<=50K"
59,"HS-grad,","Divorced,","Exec-managerial,","Female,","40,","United-States,","<=50K"
55,"Bachelors,","Separated,","Exec-managerial,","Male,","45,","United-States,",">50K"
33,"Some-college,","Never-married,","Farming-fishing,","Male,","72,","United-States,","<=50K"
25,"HS-grad,","Never-married,","Other-service,","Female,","10,","United-States,","<=50K"
48,"HS-grad,","Widowed,","Machine-op-inspct,","Female,","10,","United-States,","<=50K"
64,"Bachelors,","Divorced,","Sales,","Female,","5,","United-States,","<=50K"
47,"Masters,","Never-married,","Prof-specialty,","Female,","45,","United-States,",">50K"
26,"Some-college,","Never-married,","Tech-support,","Female,","40,","United-States,","<=50K"
36,"Assoc-acdm,","Married-civ-spouse,","Prof-specialty,","Male,","48,","United-States,",">50K"
21,"HS-grad,","Married-civ-spouse,","Farming-fishing,","Male,","40,","United-States,","<=50K"
54,"7th-8th,","Never-married,","?,","Female,","25,","United-States,","<=50K"
30,"HS-grad,","Never-married,","Machine-op-inspct,","Male,","44,","United-States,","<=50K"
41,"HS-grad,","Divorced,","Craft-repair,","Male,","40,","United-States,","<=50K"
53,"Masters,","Never-married,","?,","Female,","35,","United-States,",">50K"
34,"Some-college,","Never-married,","Sales,","Male,","30,","United-States,","<=50K"
20,"Some-college,","Never-married,","?,","Female,","35,","United-States,","<=50K"
24,"10th,","Never-married,","Sales,","Male,","49,","El-Salvador,","<=50K"
26,"Bachelors,","Never-married,","Prof-specialty,","Female,","20,","United-States,","<=50K"
25,"HS-grad,","Never-married,","Adm-clerical,","Female,","48,","United-States,","<=50K"
35,"Some-college,","Divorced,","Sales,","Female,","36,","United-States,","<=50K"
41,"Some-college,","Divorced,","Craft-repair,","Male,","40,","United-States,",">50K"
33,"11th,","Never-married,","Craft-repair,","Male,","40,","United-States,","<=50K"
18,"Some-college,","Never-married,","Other-service,","Female,","25,","United-States,","<=50K"
27,"HS-grad,","Separated,","Adm-clerical,","Male,","38,","United-States,","<=50K"
32,"HS-grad,","Divorced,","Other-service,","Female,","35,","United-States,","<=50K"
51,"HS-grad,","Never-married,","Other-service,","Male,","40,","United-States,","<=50K"
38,"Assoc-voc,","Divorced,","Adm-clerical,","Female,","40,","United-States,","<=50K"
41,"Some-college,","Married-civ-spouse,","Transport-moving,","Female,","25,","United-States,","<=50K"
26,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
38,"Assoc-voc,","Divorced,","Exec-managerial,","Male,","35,","United-States,","<=50K"
54,"9th,","Married-civ-spouse,","Exec-managerial,","Male,","45,","United-States,",">50K"
30,"Bachelors,","Never-married,","Prof-specialty,","Female,","60,","Outlying-US(Guam-USVI-etc),","<=50K"
31,"Some-college,","Widowed,","Exec-managerial,","Female,","30,","United-States,","<=50K"
26,"Bachelors,","Never-married,","Prof-specialty,","Male,","40,","United-States,","<=50K"
75,"Doctorate,","Married-civ-spouse,","Prof-specialty,","Male,","3,","United-States,","<=50K"
29,"Masters,","Never-married,","Transport-moving,","Male,","40,","United-States,","<=50K"
61,"HS-grad,","Married-civ-spouse,","Exec-managerial,","Male,","50,","United-States,",">50K"
24,"Some-college,","Separated,","Sales,","Female,","45,","United-States,","<=50K"
22,"12th,","Never-married,","?,","Male,","30,","United-States,","<=50K"
34,"Assoc-acdm,","Never-married,","Prof-specialty,","Male,","40,","United-States,","<=50K"
42,"Some-college,","Divorced,","Craft-repair,","Male,","40,","United-States,","<=50K"
24,"11th,","Never-married,","Craft-repair,","Male,","40,","United-States,","<=50K"
42,"Assoc-acdm,","Married-civ-spouse,","Sales,","Male,","40,","?,","<=50K"
27,"HS-grad,","Never-married,","Craft-repair,","Male,","40,","United-States,","<=50K"
39,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Female,","50,","United-States,",">50K"
20,"HS-grad,","Never-married,","Handlers-cleaners,","Male,","40,","United-States,","<=50K"
51,"11th,","Never-married,","Other-service,","Female,","40,","United-States,","<=50K"
68,"Bachelors,","Married-civ-spouse,","Sales,","Male,","30,","United-States,","<=50K"
28,"HS-grad,","Never-married,","Machine-op-inspct,","Male,","48,","United-States,","<=50K"
43,"HS-grad,","Divorced,","Tech-support,","Female,","40,","United-States,","<=50K"
35,"Some-college,","Married-spouse-absent,","Craft-repair,","Male,","40,","United-States,","<=50K"
44,"HS-grad,","Divorced,","Adm-clerical,","Female,","40,","United-States,","<=50K"
41,"Bachelors,","Never-married,","Handlers-cleaners,","Male,","40,","United-States,","<=50K"
44,"HS-grad,","Married-civ-spouse,","Tech-support,","Male,","45,","United-States,",">50K"
20,"HS-grad,","Married-civ-spouse,","Adm-clerical,","Female,","40,","United-States,","<=50K"
46,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","75,","United-States,",">50K"
27,"Assoc-acdm,","Married-civ-spouse,","Transport-moving,","Male,","70,","United-States,",">50K"
32,"Some-college,","Never-married,","Other-service,","Male,","50,","United-States,","<=50K"
46,"Some-college,","Divorced,","Sales,","Male,","50,","United-States,","<=50K"
26,"HS-grad,","Never-married,","Other-service,","Male,","24,","United-States,","<=50K"
20,"Some-college,","Never-married,","Adm-clerical,","Female,","40,","Vietnam,","<=50K"
36,"HS-grad,","Married-civ-spouse,","Farming-fishing,","Female,","40,","United-States,","<=50K"
49,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,",">50K"
32,"HS-grad,","Married-civ-spouse,","Exec-managerial,","Male,","55,","United-States,",">50K"
32,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Male,","50,","United-States,",">50K"
49,"Bachelors,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,",">50K"
36,"HS-grad,","Never-married,","Transport-moving,","Male,","45,","United-States,","<=50K"
22,"Some-college,","Never-married,","Other-service,","Male,","25,","United-States,","<=50K"
52,"HS-grad,","Divorced,","Adm-clerical,","Female,","40,","United-States,","<=50K"
42,"HS-grad,","Married-civ-spouse,","Exec-managerial,","Male,","50,","United-States,",">50K"
22,"Some-college,","Never-married,","?,","Male,","40,","United-States,","<=50K"
72,"HS-grad,","Widowed,","Other-service,","Female,","16,","United-States,","<=50K"
30,"Bachelors,","Separated,","Prof-specialty,","Female,","40,","United-States,","<=50K"
44,"Some-college,","Married-civ-spouse,","Handlers-cleaners,","Male,","40,","United-States,","<=50K"
23,"Bachelors,","Never-married,","Sales,","Female,","45,","United-States,","<=50K"
22,"Some-college,","Never-married,","Sales,","Male,","20,","United-States,","<=50K"
59,"Bachelors,","Separated,","Adm-clerical,","Male,","60,","United-States,","<=50K"
46,"HS-grad,","Divorced,","Prof-specialty,","Female,","40,","United-States,","<=50K"
